,Unnamed: 0,unique_id,feature_1,feature_2,feature_3,presence,grid
357,357,10000407,6,3,3,1,0000000000000000000000001000000011010000000001000000100000000000
358,358,10000408,4,3,2,1,0000000000000000000000000000000000000000001101000000000000100000
359,359,10000409,5,2,3,1,0000000000000000000000001000000011011000000000000000000000000000
360,360,10000410,4,1,4,1,0000000000000000000000000000000000000000011110000000000000000000
361,361,10000411,4,2,3,1,0000000000000000000000000000000000000000001101000100000000000000
362,362,10000412,7,3,3,1,0000000000001000110010001000100000000000000000000001000000000000
363,363,10000413,3,1,3,1,0000000000000000000000000000000000000000001110000000000000000000
364,364,10000414,5,2,4,1,0000000000000000010000001110010000000000000000000000000000000000
365,365,10000415,5,1,5,1,0000000000000000000000000000000000000000011111000000000000000000
366,366,10000416,4,1,4,1,0000000000000000000000000000000000000000111100000000000000000000
367,367,10000417,7,2,5,1,0000000000000000000000001100000011101100000000000000000000000000
368,368,10000418,2,1,2,1,0000000000000000000000001000000001000000000000000000000000000000
369,369,10000419,3,2,2,1,0000000000000000000000000000000000000000000000000000100001010000
370,370,10000420,2,1,2,1,0000000000000000100000000100000000000000000000000000000000000000
371,371,10000421,6,2,5,1,0000000000000000000000000000000000010000011110000000000000100000
372,372,10000422,4,1,4,1,0000000000000000110000001100000000000000000000000000000000000000
373,373,10000423,3,2,2,1,0000000000000000000000000000000000000000000100000100100000000000
374,374,10000424,5,1,5,1,0000000000000000000000000000000000000000111110000000000000000000
375,375,10000425,10,3,8,1,0000000000000000000000000000000011100000111101000001000001000000
376,376,10000426,5,2,4,1,0000000000000000000000000000000001000000000000000111100000000000
377,377,10000427,2,1,2,1,0000000000000000000000001100000000000000000000000000000000000000
378,378,10000428,5,1,5,1,0000000000000000000000000000000000000000011111000000000000000000
379,379,10000429,6,1,6,1,0000000000000000000000000000000011111000100000000000000000000000
380,380,10000430,3,1,3,1,0000000000000000000000000000000000000000011100000000000000000000
381,381,10000431,3,2,2,1,0000000000000000000010001100000000000000000000000000000000000000
382,382,10000432,10,3,8,1,0000000000000000000000000100000000000000101000001110010001110000
383,383,10000433,8,2,7,1,0000000000000000000000000000000000000000111101001101000000000000
384,384,10000434,3,2,2,1,0000000000000000000010001100000000000000000000000000000000000000
385,385,10000435,4,2,2,1,0000000000000000000000000000000000000000011001000000100000000000
386,386,10000436,5,2,4,1,0000000000000000000000001100000011010000000000000000000000000000
387,387,10000437,3,1,3,1,0000000000000000000000000000000000000000000100000010100000000000
388,388,10000438,8,1,8,1,0000000000011000111100001000100000000000000000000000000000000000
389,389,10000439,3,2,2,1,0000000000000000000000000000000000000000000000000000110001000000
390,390,10000440,6,3,4,1,0000000000110000110000100000100000000000000000000000000000000000
391,391,10000441,4,2,3,1,0000000000000000100000001100000000001000000000000000000000000000
392,392,10000442,7,1,7,1,0000000000000000000000000000000000000000100000001111100000100000
393,393,10000443,1,1,1,1,0000000000000000010000000000000000000000000000000000000000000000
394,394,10000444,1,1,1,1,0000000000000000010000000000000000000000000000000000000000000000
395,395,10000445,3,1,3,1,0000000000000000010000001100000000000000000000000000000000000000
396,396,10000446,5,2,4,1,0000000000000000110010000110000000000000000000000000000000000000
397,397,10000447,4,2,3,1,0000000000000000000000000000000000000000011101000000000000000000
398,398,10000448,5,2,4,1,0000000000000000000000000000000001011000000100000001000000000000
399,399,10000449,4,1,4,1,0000000000000000000000000000000000000000011110000000000000000000
400,400,10000450,6,1,6,1,0000000000000000110110001010000000000000000000000000000000000000
401,401,10000451,10,1,10,1,1011110001010100110000000000000000000000000000000000000000000000
402,402,10000452,8,2,7,1,0000000000000000000000001100000010111010000100000000000000000000
403,403,10000453,11,1,11,1,0000000000000000000000000000000000000000111100000111110010100000
404,404,10000454,8,1,8,1,0000000000000000000000000000000000000000111100001101100000000000
405,405,10000455,7,2,6,1,0000000000000000000000000000000000000000000000001000000011111010
406,406,10000456,1,1,1,0,0000000000000000000000000000000000000000100000000000000000000000
407,407,10000457,2,2,1,0,0000000000000000100000000000000000000000000000000000000000001000
408,408,10000458,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
409,409,10000459,1,1,1,0,0000000000000000000000000000000000000000000000000000000000100000
410,410,10000460,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
411,411,10000461,7,3,4,1,0000000000000000110011001100000000000000000000000000000010000000
412,412,10000462,1,1,1,1,0000000000000000010000000000000000000000000000000000000000000000
413,413,10000463,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
414,414,10000464,4,2,3,1,0000000000000000110010001000000000000000000000000000000000000000
415,415,10000465,7,1,7,1,0000000000010000111010001100000000000000000000000000000000000000
416,416,10000466,4,2,2,1,0000000000000000110010000000100000000000000000000000000000000000
417,417,10000467,10,1,10,1,0000000000000000000000000000000001110000111100000101100000000000
418,418,10000468,3,1,3,1,0000000000000000000000000000000000001000001100000000000000000000
419,419,10000469,2,2,1,1,0000000000000000000000000000000000000000001000000000000001000000
420,420,10000470,2,1,2,1,0000000000000000000000000000000000000000001100000000000000000000
421,421,10000471,4,1,4,1,0000000000000000000000000000000000000000011100000100000000000000
422,422,10000472,3,1,3,1,0000000000000000000000000000000000000000011100000000000000000000
423,423,10000473,3,1,3,1,0000000000000000000000000000000000000000000000000101000000100000
424,424,10000474,2,1,2,1,0000000000000000000000000000000001100000000000000000000000000000
425,425,10000475,3,2,2,1,0000000000000000000000001100000000010000000000000000000000000000
426,426,10000476,6,1,6,1,0000000000000000000000000000000000000000111110000001000000000000
427,427,10000477,7,2,6,1,0000000000000000000000000000000000000000111101001001000000000000
428,428,10000478,6,1,6,1,0000000000000000000000000000100001110100000100000000000000000000
429,429,10000479,4,3,2,1,0000000000000000000000000000000000000000000000001000000010101000
430,430,10000480,5,3,3,1,0000000000000000100010101100000000000000000000000000000000000000
431,431,10000481,3,1,3,1,0000000000000000000000001110000000000000000000000000000000000000
432,432,10000482,1,1,1,1,0000000000000000000000000000000000000000000000000000000000100000
433,433,10000483,1,1,1,1,0000000000000000000000000000000001000000000000000000000000000000
434,434,10000484,1,1,1,1,0000000000000000000000000000000000000000000000000100000000000000
435,435,10000485,3,1,3,1,0000000000000000000000000000000000000000001110000000000000000000
436,436,10000486,4,2,3,1,0000000000000000000000000000000011101000000000000000000000000000
437,437,10000487,2,1,2,1,0000000000000000000000000000000011000000000000000000000000000000
438,438,10000488,2,1,2,1,0000000000000000000000001100000000000000000000000000000000000000
439,439,10000489,5,2,4,1,0000000000000000000000000000000000000000111101000000000000000000
440,440,10000490,6,3,3,1,0000000000000000000000000000000000000000110100000001100001000000
441,441,10000491,3,3,1,0,0000000000000000000000000000000000000000100101000000000000000000
442,442,10000492,4,2,2,1,0000000000000000000000000000000000000000100100000100100000000000
443,443,10000493,3,1,3,1,0000000000000000000000000100000011000000000000000000000000000000
444,444,10000494,8,1,8,1,0000000000000000000000000000000000000000011111000100100000010000
445,445,10000495,15,2,14,1,0000000000000000000000000000000001100000111110001111101000110000
446,446,10000496,3,1,3,1,0000000000000000000000000000000011100000000000000000000000000000
447,447,10000497,4,1,4,1,0000000000000000000000000000000000000000000000000111100000000000
448,448,10000498,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
449,449,10000499,4,1,4,1,0000000000000000000000000000000000000000111000000010000000000000
450,450,10000500,10,2,8,1,0000000000000000000000001000000001110000101110000000000001100000
451,451,10000501,2,1,2,1,0000000000000000010000000100000000000000000000000000000000000000
452,452,10000502,5,3,3,1,0000000000000000100000001100101000000000000000000000000000000000
453,453,10000503,5,2,4,1,0000000000000000000000000000000000000000111001000001000000000000
454,454,10000504,0,0,0,1,0000000000000000000000000000000000000000000000000000000000000000
455,455,10000505,3,1,3,1,0000000000000000000000000110000010000000000000000000000000000000
456,456,10000506,1,1,1,1,0000000000000000100000000000000000000000000000000000000000000000
457,457,10000507,3,1,3,1,0000000000000000000000001100000000100000000000000000000000000000
458,458,10000508,7,4,3,1,0000000000000000000000000100000000000000101101001001000000000000
459,459,10000509,2,1,2,1,0000000000000000110000000000000000000000000000000000000000000000
460,460,10000510,1,1,1,1,0000000000000000000000000000000000000000000000001000000000000000
461,461,10000511,6,2,4,1,0000000000000000110010001100100000000000000000000000000000000000
462,462,10000512,4,1,4,1,0000000000000000000000000000000000000000001100000001100000000000
463,463,10000513,5,2,4,1,0000000000000000110000001100100000000000000000000000000000000000
464,464,10000514,3,2,2,1,0000000000000000000000000000000000000000000100000101000000000000
465,465,10000515,6,3,4,1,0000000000000000000000001111010000000000000000000000000000001000
466,466,10000516,8,2,7,1,0000000010000000000000000000000000000000100010001111000000100000
467,467,10000517,1,1,1,1,0000000000000000000000000000000000000000000000000001000000000000
468,468,10000518,6,2,4,1,0000000000000000110010001100100000000000000000000000000000000000
469,469,10000519,7,1,7,1,0000000000000000000000000000000001000000011111000000100000000000
470,470,10000520,5,2,3,1,0000000000011000010010001000000000000000000000000000000000000000
471,471,10000521,4,2,3,1,0000000000000000000000001000000000000000111000000000000000000000
472,472,10000522,5,2,4,1,0000000000000000000000000000000000000000011001000100000001000000
473,473,10000523,7,2,5,1,0000000010000000110010001100100000000000000000000000000000000000
474,474,10000524,3,2,2,1,0000000000000000000000001100000000000000001000000000000000000000
475,475,10000525,5,2,4,1,0000000000000000000000000000000000000000111101000000000000000000
476,476,10000526,1,1,1,1,0000000000000000100000000000000000000000000000000000000000000000
477,477,10000527,2,1,2,1,0000000000000000000000000000000010000000010000000000000000000000
478,478,10000528,4,1,4,1,0000000000000000000000000000000000000000011110000000000000000000
479,479,10000529,1,1,1,1,0000000000000000100000000000000000000000000000000000000000000000
480,480,10000530,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
481,481,10000531,5,2,4,0,0000000000000000000000000000000000000000000000000000000011110010
482,482,10000532,7,2,6,1,0000000000000000000000001010000011110100000000000000000000000000
483,483,10000533,1,1,1,1,0000000000000000000000000000000000000000010000000000000000000000
484,484,10000534,6,1,6,1,0000000000000000000000000000000000000000000000001101100000110000
485,485,10000535,7,2,6,1,0000000000000000000000001000000000000000011111000001000000000000
486,486,10000536,3,1,3,1,0000000000000000000000000000000000000000000100000001100000000000
487,487,10000537,6,1,6,1,0000000000000000000000000000000001000000111110000000000000000000
488,488,10000538,2,2,1,1,0000000000000000000000001000100000000000000000000000000000000000
489,489,10000539,5,2,3,1,0000000000000000000000000000000000000000011011000100000000000000
490,490,10000540,4,1,4,1,0000000000000000000000000000000000000000011100000100000000000000
491,491,10000541,2,2,1,1,0000000000000000100000000000000000000000000000000100000000000000
492,492,10000542,1,1,1,1,0000000000000000000000001000000000000000000000000000000000000000
493,493,10000543,5,1,5,1,0000000000000000000000000000000011000000001110000000000000000000
494,494,10000544,2,1,2,1,0000000000000000000000000000000000000000000000000110000000000000
495,495,10000545,4,1,4,1,0000000000000000000000000000000011000000001100000000000000000000
496,496,10000546,9,2,8,1,0000000000010000000000000000000001000000111110000010000000100000
497,497,10000547,5,2,4,1,0000000000000000000000000000000001111000000000000000000001000000
498,498,10000548,3,2,2,1,0000000000000000000000000000000000000000011000000000000010000000
499,499,10000549,3,1,3,1,0000000000000000000000001100000001000000000000000000000000000000
500,500,10000550,10,2,9,1,0000000000000000000000000000000011100000111101000010000000100000
501,501,10000551,7,1,7,1,0000000000000000000000000000000000000000111111000000100000000000
502,502,10000552,2,1,2,1,0000000000000000000000000000000011000000000000000000000000000000
503,503,10000553,2,2,1,1,0000000000000000000000000000000000000000010010000000000000000000
504,504,10000554,6,2,5,1,0000000000000000000000000000000000000000111101000010000000000000
505,505,10000555,3,2,2,1,0000000000000000000000000000000011010000000000000000000000000000
506,506,10000556,4,1,4,1,0000000000000000000000000000000000000000011110000000000000000000
507,507,10000557,3,2,2,1,0000000000000000000000000000000000000000011010000000000000000000
508,508,10000558,6,2,4,1,0001000011011000000010000000000000000000000000000000000000000000
509,509,10000559,11,2,10,1,0000000000000000000000000000000000100000111110000101101000100000
510,510,10000560,10,2,8,1,0000000000000000000000000100000001000000000000001110000010111100
511,511,10000561,15,2,14,1,0000000010000000000000000000000011111110111110100000100000000000
512,512,10000562,4,1,4,1,0000000000000000000000000000000000000000001100000101000000000000
513,513,10000563,4,1,4,1,0000000000000000000000000000000000000000010000000111000000000000
514,514,10000564,6,1,6,1,0000000000000000000000000000000000000000110000001111000000000000
515,515,10000565,7,2,6,1,0000000000000000000000000100000000000000111111000000000000000000
516,516,10000566,5,1,5,1,0000000000000000000000000000000000000000000000001111000000100000
517,517,10000567,4,3,2,1,0000000000000000000000001101000000000000100000000000000000000000
518,518,10000568,2,2,1,1,0000000000000000000000000000000000000000000000000010100000000000
519,519,10000569,3,1,3,1,0000000000000000100000000110000000000000000000000000000000000000
520,520,10000570,6,1,6,1,0000000000000000000000000000000000000000111100000100000001000000
521,521,10000571,4,2,2,1,0000000000000000000000000000000000000000010000000101100000000000
522,522,10000572,10,2,9,1,0011100011101010110000000000000000000000000000000000000000000000
523,523,10000573,6,1,6,1,0000000000000000000000000000000000000000011111000100000000000000
524,524,10000574,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
525,525,10000575,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
526,526,10000576,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
527,527,10000577,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
528,528,10000578,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
529,529,10000579,0,0,0,0,0000000000000000000000000000000000000000000000000000000000000000
